pclass,survived,name,sex,age,sibsp,parch,ticket,fare,embarked
1,0,1193,1,23.0,0,0,151,13.0,2
1,1,1194,0,28.0,0,0,185,12.65,2
1,1,1195,0,27.0,0,0,402,10.5,2
1,0,1200,1,29.0,1,0,68,21.0,2
1,0,1201,0,27.0,1,0,68,21.0,2
1,0,1216,1,40.0,0,0,305,13.0,2
1,1,1221,0,31.0,0,0,779,21.0,2
1,0,1225,1,30.0,1,0,774,21.0,2
1,0,1226,1,23.0,1,0,314,10.5,2
1,1,1227,0,31.0,0,0,774,21.0,2
1,0,1231,1,28.0,0,0,180,0.0,2
1,1,1232,0,12.0,0,0,762,15.75,2
1,1,1233,0,40.0,0,0,762,15.75,2
1,1,1234,0,32.5,0,0,296,13.0,2
1,0,1237,1,27.0,1,0,142,26.0,2
1,1,1238,0,29.0,1,0,142,26.0,2
1,1,1239,1,2.0,1,1,317,23.0,2
1,1,1240,0,4.0,1,1,317,23.0,2
1,1,1241,0,29.0,0,2,317,23.0,2
1,1,1243,0,0.92,1,2,766,27.75,2
1,1,1244,0,5.0,1,2,766,27.75,2
1,0,1245,1,36.0,1,2,766,27.75,2
1,1,1246,0,33.0,1,2,766,27.75,2
1,0,1248,1,66.0,0,0,749,10.5,2
1,0,1249,1,28.0,0,0,862,12.875,2
1,1,1262,1,31.0,0,0,191,13.0,2
1,1,1268,1,28.0,0,0,200,13.0,2
1,1,1279,0,26.0,0,0,136,13.5,2
1,0,1287,0,24.0,0,0,214,13.0,2
2,0,0,1,42.0,0,0,770,7.55,2
2,0,1,1,13.0,0,2,751,20.25,2
2,0,2,1,16.0,1,1,751,20.25,2
2,1,3,0,35.0,1,1,751,20.25,2
2,1,4,0,16.0,0,0,482,7.65,2
2,1,5,1,25.0,0,0,479,7.65,2
2,1,8,1,20.0,0,0,885,7.925,2
2,1,9,0,18.0,0,0,250,7.2292,0
2,0,10,1,30.0,0,0,743,7.25,2
2,0,11,1,26.0,0,0,401,8.05,2
2,0,12,0,40.0,1,0,693,9.475,2
2,1,13,1,0.83,0,1,664,9.35,2
2,1,14,0,18.0,0,1,664,9.35,2
2,1,15,1,26.0,0,0,293,18.7875,0
2,0,17,1,26.0,0,0,467,7.8875,2
2,0,18,1,20.0,0,0,886,7.925,2
2,0,19,1,24.0,0,0,878,7.05,2
2,0,20,1,25.0,0,0,879,7.05,2
2,0,22,1,35.0,0,0,647,8.05,2
2,0,27,1,18.0,0,0,138,8.3,2
2,0,28,1,32.0,0,0,741,22.525,2
2,1,29,0,19.0,1,0,554,7.8542,2
2,0,31,1,4.0,4,2,458,31.275,2
2,0,32,0,6.0,4,2,458,31.275,2
2,0,33,0,2.0,4,2,458,31.275,2
2,1,34,0,17.0,4,2,333,7.925,2
2,0,35,0,38.0,4,2,466,7.775,2
2,0,36,0,9.0,4,2,458,31.275,2
2,0,37,0,11.0,4,2,458,31.275,2
2,0,38,1,39.0,1,5,458,31.275,2
2,1,39,1,27.0,0,0,552,7.7958,2
2,0,40,1,26.0,0,0,451,7.775,2
2,0,41,0,39.0,1,5,458,31.275,2
2,0,42,1,20.0,0,0,470,7.8542,2
2,0,47,1,26.0,0,0,484,7.8958,2
2,0,51,1,25.0,1,0,519,17.8,2
2,0,52,0,18.0,1,0,519,17.8,2
2,0,53,1,24.0,0,0,542,7.775,2
2,0,56,1,35.0,0,0,877,7.05,2
2,0,57,1,5.0,4,2,453,31.3875,2
2,0,58,1,9.0,4,2,453,31.3875,2
2,1,59,1,3.0,4,2,453,31.3875,2
2,0,60,1,13.0,4,2,453,31.3875,2
2,1,61,0,5.0,4,2,453,31.3875,2
2,0,62,1,40.0,1,5,453,31.3875,2
2,1,63,1,23.0,0,0,560,7.7958,2
2,1,64,0,38.0,1,5,453,31.3875,2
2,1,65,0,45.0,0,0,290,7.225,0
2,0,66,1,21.0,0,0,286,7.225,0
2,0,67,1,23.0,0,0,876,7.05,2
2,0,70,0,17.0,0,0,234,14.4583,0
2,0,71,1,30.0,0,0,288,7.225,0
2,0,73,1,23.0,0,0,472,7.8542,2
2,1,74,0,13.0,0,0,281,7.2292,0
2,0,75,1,20.0,0,0,273,7.225,0
2,0,76,1,32.0,1,0,332,15.85,2
2,1,77,0,33.0,3,0,332,15.85,2
2,1,78,0,0.75,2,1,259,19.2583,0
2,1,79,0,0.75,2,1,259,19.2583,0
2,1,80,0,5.0,2,1,259,19.2583,0
2,1,81,0,24.0,0,3,259,19.2583,0
2,1,82,0,18.0,0,0,710,8.05,2
2,0,83,1,40.0,0,0,230,7.225,0
2,0,86,1,26.0,0,0,530,7.8958,2
2,1,89,1,20.0,0,0,256,7.2292,0
2,0,90,0,18.0,0,1,285,14.4542,0
2,0,91,0,45.0,0,1,285,14.4542,0
2,0,94,0,27.0,0,0,371,7.8792,1
2,0,95,1,22.0,0,0,369,8.05,2
2,0,105,1,19.0,0,0,368,8.05,2
2,0,114,1,26.0,0,0,444,7.775,2
2,0,116,1,22.0,0,0,836,9.35,2
2,0,118,1,28.0,0,0,229,7.2292,0
2,0,119,1,20.0,0,0,241,4.0125,0
2,1,121,1,32.0,0,0,103,56.4958,2
2,0,123,1,21.0,0,0,341,7.775,2
2,0,128,1,18.0,0,0,465,7.75,2
2,0,135,1,26.0,0,0,506,7.8958,2
2,0,137,1,6.0,1,1,272,15.2458,0
2,0,138,0,9.0,1,1,272,15.2458,0
2,0,139,1,28.0,0,0,257,7.225,0
2,0,140,0,28.0,0,2,272,15.2458,0
2,0,141,0,28.0,0,2,594,7.75,1
2,0,142,1,40.0,1,1,595,15.5,1
2,0,143,0,32.0,1,1,595,15.5,1
2,0,145,1,21.0,0,0,676,16.1,2
2,1,149,0,22.0,0,0,392,7.725,1
2,0,152,0,20.0,0,0,475,7.8542,2
2,0,154,1,29.0,1,0,433,7.0458,2
2,0,155,1,22.0,1,0,718,7.25,2
2,0,157,1,22.0,0,0,553,7.7958,2
2,0,158,1,35.0,0,0,591,8.05,2
2,0,167,0,18.5,0,0,370,7.2833,1
2,1,168,1,21.0,0,0,377,7.8208,1
2,0,170,1,19.0,0,0,601,6.75,1
2,0,172,0,18.0,0,0,385,7.8792,1
2,0,178,0,21.0,0,0,350,8.6625,2
2,0,179,0,30.0,0,0,347,8.6625,2
2,0,180,1,18.0,0,0,354,8.6625,2
2,0,181,1,38.0,0,0,352,8.6625,2
2,0,187,1,17.0,0,0,356,8.6625,2
2,0,188,1,17.0,0,0,349,8.6625,2
2,0,191,0,21.0,0,0,593,7.75,1
2,0,192,1,21.0,0,0,599,7.75,1
2,0,194,1,21.0,0,0,704,8.05,2
2,0,195,1,28.0,1,0,283,14.4583,0
2,0,196,0,28.0,1,0,283,14.4583,0
2,0,200,1,28.0,0,0,551,7.7958,2
2,0,201,1,24.0,0,0,568,7.8542,2
2,1,203,0,16.0,0,0,612,7.75,1
2,0,204,0,37.0,0,0,616,7.75,1
2,0,213,1,28.0,0,0,666,7.25,2
2,0,218,1,24.0,0,0,410,8.05,2
2,0,226,1,21.0,0,0,730,7.7333,1
2,1,231,1,32.0,0,0,103,56.4958,2
2,0,233,1,29.0,0,0,411,8.05,2
2,0,236,1,26.0,1,0,274,14.4542,0
2,0,237,1,18.0,1,0,274,14.4542,0
2,0,244,1,20.0,0,0,874,7.05,2
2,1,245,1,18.0,0,0,726,8.05,2
2,0,246,1,24.0,0,0,643,7.25,1
2,0,247,1,36.0,0,0,492,7.4958,2
2,0,248,1,24.0,0,0,491,7.4958,2
2,0,259,1,31.0,0,0,131,7.7333,1
2,0,260,1,31.0,0,0,394,7.75,1
2,1,261,0,22.0,0,0,637,7.75,1
2,0,261,0,30.0,0,0,388,7.6292,1
2,0,262,1,70.5,0,0,633,7.75,1
2,0,263,1,43.0,0,0,725,8.05,2
2,0,265,1,35.0,0,0,512,7.8958,2
2,0,266,1,27.0,0,0,511,7.8958,2
2,0,267,1,19.0,0,0,513,7.8958,2
2,0,270,1,30.0,0,0,894,8.05,2
2,1,273,1,9.0,1,1,767,15.9,2
2,1,274,1,3.0,1,1,767,15.9,2
2,1,275,0,36.0,0,2,767,15.9,2
2,0,276,1,59.0,0,0,588,7.25,2
2,0,278,1,19.0,0,0,847,8.1583,2
2,1,279,0,17.0,0,1,645,16.1,2
2,0,280,1,44.0,0,1,645,16.1,2
2,0,284,1,17.0,0,0,353,8.6625,2
2,0,288,1,22.5,0,0,292,7.225,0
2,1,289,1,45.0,0,0,697,8.05,2
2,0,290,0,22.0,0,0,695,10.5167,2
2,0,291,1,19.0,0,0,510,10.1708,2
2,1,292,0,30.0,0,0,655,6.95,1
2,1,293,1,29.0,0,0,656,7.75,1
2,0,295,1,0.33,0,2,456,14.4,2
2,0,296,1,34.0,1,1,456,14.4,2
2,0,297,0,28.0,1,1,456,14.4,2
2,0,300,1,27.0,0,0,501,7.8958,2
2,0,301,1,25.0,0,0,485,7.8958,2
2,0,305,1,24.0,2,0,712,24.15,2
2,0,307,1,22.0,0,0,852,8.05,2
2,0,308,1,21.0,2,0,712,24.15,2
2,0,309,1,17.0,2,0,713,8.05,2
2,0,312,1,28.0,1,0,663,16.1,2
2,1,313,0,28.0,1,0,663,16.1,2
2,1,1294,1,36.5,1,0,415,17.4,2
2,1,1295,0,36.0,1,0,415,17.4,2
2,1,1296,1,30.0,0,0,425,9.5,2
2,0,1297,1,16.0,0,0,428,9.5,2
2,1,315,1,1.0,1,2,748,20.575,2
2,1,316,0,0.17,1,2,748,20.575,2
2,0,317,1,26.0,1,2,748,20.575,2
2,1,318,0,33.0,1,2,748,20.575,2
2,0,319,1,25.0,0,0,532,7.8958,2
2,0,320,1,28.0,0,0,520,7.8958,2
2,0,322,1,28.0,0,0,507,7.8958,2
2,0,323,1,22.0,0,0,719,7.25,2
2,0,324,1,36.0,0,0,722,7.25,2
2,1,325,0,19.0,0,0,383,7.8792,1
2,0,329,1,17.0,0,0,514,7.8958,2
2,0,330,1,42.0,0,0,351,8.6625,2
2,0,331,1,43.0,0,0,508,7.8958,2
2,0,335,1,28.0,0,0,280,7.2292,0
2,0,338,1,32.0,0,0,640,7.75,1
2,1,339,1,19.0,0,0,729,8.05,2
2,1,343,0,30.0,0,0,592,12.475,2
2,0,345,0,24.0,0,0,622,7.75,1
2,1,346,0,23.0,0,0,891,8.05,2
2,0,347,1,33.0,0,0,523,7.8958,0
2,0,351,1,65.0,0,0,398,7.75,1
2,1,355,1,24.0,0,0,844,7.55,2
2,0,358,1,23.0,1,0,448,13.9,2
2,1,359,0,22.0,1,0,448,13.9,2
2,0,361,1,18.0,0,0,543,7.775,2
2,0,363,1,16.0,0,0,450,7.775,2
2,0,364,1,45.0,0,0,437,6.975,2
2,0,365,1,28.0,0,0,268,7.225,0
2,0,366,1,39.0,0,2,269,7.2292,0
2,0,367,1,17.0,1,1,284,7.2292,0
2,0,368,1,15.0,1,1,289,7.2292,0
2,0,369,1,47.0,0,0,728,7.25,2
2,1,370,0,5.0,0,0,592,12.475,2
2,0,371,1,28.0,0,0,237,7.225,0
2,0,376,1,40.5,0,0,771,15.1,2
2,0,378,1,40.5,0,0,613,7.75,1
2,1,383,1,28.0,0,0,875,7.05,2
2,0,384,1,18.0,0,0,550,7.7958,2
2,0,386,0,28.0,0,0,600,7.75,1
2,0,388,1,28.0,0,0,597,7.75,1
2,0,389,1,28.0,0,0,615,6.95,1
2,0,391,1,26.0,0,0,374,7.8792,1
2,0,392,1,28.0,0,0,603,7.75,1
2,1,393,1,28.0,0,0,103,56.4958,2
2,0,394,0,21.0,2,2,922,34.375,2
2,0,395,0,9.0,2,2,922,34.375,2
2,0,396,1,28.0,0,0,717,8.05,2
2,0,397,1,18.0,2,2,922,34.375,2
2,0,398,1,16.0,1,3,922,34.375,2
2,0,399,0,48.0,1,3,922,34.375,2
2,0,407,1,28.0,0,0,618,7.75,1
2,0,410,1,28.0,0,0,880,7.25,2
2,0,426,1,25.0,0,0,619,7.7417,1
2,0,427,1,28.0,0,0,576,14.5,2
2,0,433,1,28.0,0,0,536,7.8958,0
2,0,441,1,22.0,0,0,102,8.05,2
2,1,444,0,16.0,0,0,574,7.7333,1
2,1,446,0,28.0,0,0,396,7.75,1
2,1,450,1,9.0,0,2,582,20.525,2
2,0,451,1,33.0,1,1,582,20.525,2
2,0,452,1,41.0,0,0,871,7.85,2
2,1,453,0,31.0,1,1,582,20.525,2
2,0,454,1,38.0,0,0,873,7.05,2
2,0,455,1,9.0,5,2,773,46.9,2
2,0,456,1,1.0,5,2,773,46.9,2
2,0,457,1,11.0,5,2,773,46.9,2
2,0,458,0,10.0,5,2,773,46.9,2
2,0,459,0,16.0,5,2,773,46.9,2
2,0,460,1,14.0,5,2,773,46.9,2
2,0,461,1,40.0,1,6,773,46.9,2
2,0,462,0,43.0,1,6,773,46.9,2
2,0,467,1,51.0,0,0,132,8.05,2
2,0,471,1,32.0,0,0,699,8.3625,2
2,0,472,1,28.0,0,0,651,8.05,2
2,0,474,1,20.0,0,0,689,9.8458,2
2,0,475,1,37.0,2,0,330,7.925,2
2,0,476,1,28.0,2,0,331,7.925,2
2,0,477,1,19.0,0,0,445,7.775,2
2,0,478,0,24.0,0,0,518,8.85,2
2,0,479,0,17.0,0,0,737,7.7333,1
2,0,480,1,28.0,1,0,678,19.9667,2
2,0,481,1,28.0,1,0,679,19.9667,2
2,0,482,1,28.0,1,0,911,15.85,2
2,1,483,0,24.0,1,0,911,15.85,2
2,0,487,1,20.0,0,0,421,9.5,2
2,0,488,1,23.5,0,0,287,7.2292,0
2,0,489,1,41.0,2,0,545,14.1083,2
2,0,490,1,26.0,1,0,544,7.8542,2
2,0,491,1,21.0,0,0,546,7.8542,2
2,1,492,0,45.0,1,0,545,14.1083,2
2,0,496,0,28.0,0,0,923,7.55,2
2,0,497,1,25.0,0,0,649,7.25,2
2,0,510,1,28.0,0,0,668,6.8583,1
2,0,513,1,11.0,0,0,293,18.7875,0
2,1,519,0,28.0,0,0,639,7.75,1
2,1,520,1,27.0,0,0,464,6.975,2
2,1,521,1,28.0,0,0,103,56.4958,2
2,0,522,0,18.0,0,0,602,6.75,1
2,1,523,0,26.0,0,0,912,7.925,2
2,0,524,0,23.0,0,0,914,7.925,2
2,1,525,0,22.0,0,0,694,8.9625,2
2,0,526,1,28.0,0,0,525,7.8958,2
2,0,527,0,28.0,0,0,461,7.775,2
2,0,528,0,28.0,0,0,654,7.75,1
2,1,542,0,2.0,0,1,337,12.2875,2
2,1,543,0,22.0,1,1,337,12.2875,2
2,0,552,1,43.0,0,0,742,6.45,2
2,0,553,1,28.0,0,0,741,22.525,2
2,1,557,0,27.0,0,0,913,7.925,2
2,0,559,1,28.0,0,0,641,7.75,1
2,1,561,0,28.0,0,0,703,8.05,2
2,0,567,1,42.0,0,0,478,7.65,2
2,1,569,1,28.0,0,0,434,7.8875,2
2,0,570,1,30.0,0,0,279,7.2292,0
2,0,572,1,28.0,0,0,502,7.8958,2
2,0,573,0,27.0,1,0,909,7.925,2
2,0,574,0,25.0,1,0,910,7.925,2
2,0,577,1,28.0,0,0,483,7.8958,2
2,1,580,1,29.0,0,0,522,7.8958,0
2,1,581,1,21.0,0,0,548,7.7958,2
2,0,582,1,28.0,0,0,872,7.05,2
2,0,587,1,20.0,0,0,557,7.8542,2
2,0,588,1,48.0,0,0,555,7.8542,2
2,0,589,1,17.0,1,0,556,7.0542,2
2,1,590,0,28.0,0,0,101,7.75,1
2,1,592,1,28.0,0,0,681,8.1125,2
2,0,593,1,34.0,0,0,326,6.4958,2
2,1,594,1,26.0,0,0,446,7.775,2
2,0,595,1,22.0,0,0,558,7.7958,2
2,0,596,1,33.0,0,0,691,8.6542,2
2,0,597,1,31.0,0,0,439,7.775,2
2,0,598,1,29.0,0,0,471,7.8542,2
2,1,599,1,4.0,1,1,476,11.1333,2
2,1,600,0,1.0,1,1,476,11.1333,2
2,0,601,1,49.0,0,0,785,0.0,2
2,0,602,1,33.0,0,0,438,7.775,2
2,0,603,1,19.0,0,0,785,0.0,2
2,1,604,0,27.0,0,2,476,11.1333,2
2,0,605,1,28.0,1,2,921,23.45,2
2,0,606,0,28.0,1,2,921,23.45,2
2,0,607,1,28.0,1,2,921,23.45,2
2,0,608,0,28.0,1,2,921,23.45,2
2,0,610,1,23.0,0,0,486,7.8958,2
2,1,611,1,32.0,0,0,571,7.8542,2
2,0,612,1,27.0,0,0,567,7.8542,2
2,0,614,0,20.0,1,0,672,9.825,2
2,0,615,0,21.0,1,0,673,9.825,2
2,1,616,1,32.0,0,0,902,7.925,2
2,0,617,1,17.0,0,0,898,7.125,2
2,0,618,1,21.0,0,0,700,8.4333,2
2,0,621,1,30.0,0,0,528,7.8958,2
2,1,622,1,21.0,0,0,559,7.7958,2
2,0,623,1,33.0,0,0,469,7.8542,2
2,0,624,1,22.0,0,0,561,7.5208,2
2,1,626,0,4.0,0,1,538,13.4167,0
2,1,627,1,39.0,0,1,538,13.4167,0
2,0,628,1,28.0,0,0,294,7.2292,0
2,0,629,1,18.5,0,0,276,7.2292,0
2,0,631,1,28.0,0,0,84,7.75,1
2,0,633,1,28.0,0,0,367,7.25,2
2,1,635,0,28.0,0,0,702,7.75,1
2,1,636,0,28.0,0,0,100,7.75,1
2,0,637,1,34.5,0,0,375,7.8292,1
2,0,637,1,44.0,0,0,584,8.05,2
2,1,639,1,28.0,0,0,624,7.75,1
2,0,643,1,28.0,1,0,253,14.4542,0
2,0,644,0,28.0,1,0,253,14.4542,0
2,0,645,1,28.0,1,0,608,7.75,1
2,0,646,1,28.0,1,0,610,7.75,1
2,0,647,1,28.0,0,0,620,7.7375,1
2,0,650,0,22.0,2,0,363,8.6625,2
2,0,651,1,26.0,2,0,362,8.6625,2
2,1,652,0,4.0,0,2,364,22.025,2
2,1,653,1,29.0,3,1,364,22.025,2
2,1,654,0,26.0,1,1,364,22.025,2
2,0,657,0,1.0,1,1,564,12.1833,2
2,0,658,1,18.0,1,1,563,7.8542,2
2,0,659,0,36.0,0,2,564,12.1833,2
2,0,661,1,28.0,0,0,535,7.8958,0
2,1,662,1,25.0,0,0,247,7.2292,0
2,0,665,1,28.0,0,0,231,7.225,0
2,0,668,0,37.0,0,0,671,9.5875,2
2,0,669,1,28.0,0,0,499,7.8958,2
2,1,670,1,28.0,0,0,103,56.4958,2
2,0,671,1,28.0,0,0,103,56.4958,2
2,1,673,0,22.0,0,0,744,7.25,2
2,0,674,1,28.0,0,0,698,7.75,1
2,1,675,1,26.0,0,0,103,56.4958,2
2,0,680,1,29.0,0,0,692,9.4833,2
2,0,681,1,29.0,0,0,443,7.775,2
2,0,682,1,22.0,0,0,441,7.775,2
2,1,685,1,22.0,0,0,227,7.225,0
2,0,686,1,28.0,3,1,669,25.4667,2
2,0,687,0,28.0,3,1,669,25.4667,2
2,0,688,0,28.0,3,1,669,25.4667,2
2,0,689,0,28.0,3,1,669,25.4667,2
2,0,690,0,28.0,0,4,669,25.4667,2
2,0,692,1,32.0,0,0,906,7.925,2
2,0,694,1,34.5,0,0,277,6.4375,0
2,0,696,0,28.0,1,0,635,15.5,1
2,0,697,1,28.0,1,0,635,15.5,1
2,0,698,1,36.0,0,0,785,0.0,2
2,0,699,1,39.0,0,0,712,24.15,2
2,0,704,1,24.0,0,0,431,9.5,2
2,0,705,0,25.0,0,0,447,7.775,2
2,0,706,0,45.0,0,0,449,7.75,2
2,0,708,1,36.0,1,0,541,15.55,2
2,0,709,0,30.0,1,0,541,15.55,2
2,1,710,1,20.0,1,0,901,7.925,2
2,0,712,1,28.0,0,0,387,7.8792,1
2,0,715,1,28.0,0,0,103,56.4958,2
2,0,717,1,28.0,0,0,841,7.55,2
2,0,718,1,30.0,1,0,732,16.1,2
2,0,719,0,26.0,1,0,732,16.1,2
2,0,720,1,28.0,0,0,82,7.8792,2
2,0,726,1,20.5,0,0,720,7.25,2
2,1,727,1,27.0,0,0,361,8.6625,2
2,0,728,1,51.0,0,0,477,7.0542,2
2,1,729,0,23.0,0,0,473,7.8542,2
2,1,730,1,32.0,0,0,562,7.5792,2
2,0,732,1,28.0,0,0,517,7.8958,2
2,0,733,1,28.0,0,0,768,7.55,2
2,1,735,0,28.0,0,0,634,7.75,1
2,1,737,1,24.0,0,0,740,7.1417,2
2,0,738,1,22.0,0,0,899,7.125,2
2,0,740,0,28.0,0,0,379,7.8792,1
2,0,741,1,28.0,0,0,738,7.75,1
2,0,743,1,28.0,0,0,735,8.05,2
2,0,744,1,29.0,0,0,895,7.925,2
2,1,749,1,28.0,0,0,271,7.2292,0
2,0,750,0,30.5,0,0,596,7.75,1
2,1,752,0,28.0,0,0,621,7.7375,1
2,0,753,1,28.0,0,0,248,7.2292,0
2,0,755,1,35.0,0,0,495,7.8958,0
2,0,756,1,33.0,0,0,539,7.8958,2
2,1,759,0,28.0,0,0,242,7.225,0
2,0,760,1,28.0,0,0,537,7.8958,0
2,1,765,0,28.0,0,0,660,7.75,1
2,1,767,1,28.0,0,0,609,7.75,1
2,1,768,0,28.0,2,0,607,23.25,1
2,1,769,0,28.0,2,0,607,23.25,1
2,1,770,1,28.0,2,0,607,23.25,1
2,1,773,0,28.0,0,0,381,7.7875,1
2,0,774,1,28.0,0,0,605,15.5,1
2,1,776,0,28.0,0,0,380,7.8792,1
2,1,777,0,15.0,0,0,378,8.0292,1
2,0,778,0,35.0,0,0,701,7.75,1
2,0,780,1,28.0,0,0,636,7.75,1
2,0,781,1,24.0,1,0,653,16.1,2
2,0,782,0,19.0,1,0,653,16.1,2
2,0,783,0,28.0,0,0,632,7.75,1
2,0,784,0,28.0,0,0,883,8.05,2
2,0,785,0,28.0,0,0,407,8.05,2
2,0,789,1,55.5,0,0,707,8.05,2
2,0,790,1,28.0,0,0,623,7.75,1
2,1,794,1,21.0,0,0,414,7.775,2
2,0,795,1,28.0,0,0,577,8.05,2
2,0,801,1,24.0,0,0,515,7.8958,2
2,0,802,1,21.0,0,0,493,7.8958,2
2,0,803,1,28.0,0,0,489,7.8958,2
2,0,805,1,28.0,0,0,503,7.8958,2
2,1,807,0,28.0,0,0,390,7.8792,1
2,0,808,1,25.0,0,0,480,7.65,2
2,1,811,1,6.0,0,1,667,12.475,2
2,1,812,0,27.0,0,1,667,12.475,2
2,0,814,1,28.0,0,0,736,8.05,2
2,1,815,0,28.0,1,0,644,24.15,1
2,0,816,1,28.0,1,0,644,24.15,1
2,0,817,1,28.0,0,0,372,8.4583,1
2,0,820,1,34.0,0,0,589,8.05,2
2,0,821,1,28.0,0,0,646,7.75,1
2,1,822,1,28.0,0,0,340,7.775,2
2,1,823,1,28.0,1,1,254,15.2458,0
2,1,824,1,28.0,1,1,254,15.2458,0
2,1,825,0,28.0,0,2,254,15.2458,0
2,1,826,0,28.0,0,0,233,7.2292,0
2,0,827,1,28.0,0,0,648,8.05,2
2,1,829,0,28.0,0,0,575,7.7333,1
2,1,830,0,24.0,0,0,658,7.75,1
2,0,831,1,28.0,0,0,705,8.05,2
2,1,832,0,28.0,1,0,611,15.5,1
2,1,833,0,28.0,1,0,611,15.5,1
2,1,834,0,28.0,0,0,605,15.5,1
2,0,835,1,18.0,0,0,454,7.75,2
2,0,837,1,22.0,0,0,488,7.8958,2
2,1,838,0,15.0,0,0,260,7.225,0
2,1,839,0,1.0,0,2,246,15.7417,0
2,1,840,1,20.0,1,1,246,15.7417,0
2,1,841,0,19.0,1,1,246,15.7417,0
2,0,842,1,33.0,0,0,706,8.05,2
2,0,843,1,28.0,0,0,500,7.8958,2
2,0,844,1,28.0,0,0,245,7.2292,0
2,0,848,0,28.0,0,0,604,7.75,1
2,0,852,1,28.0,0,0,516,7.8958,2
2,1,860,1,12.0,1,0,244,11.2417,0
2,1,861,0,14.0,1,0,244,11.2417,0
2,0,862,0,29.0,0,0,336,7.925,2
2,0,863,1,28.0,0,0,585,8.05,2
2,1,864,0,18.0,0,0,442,7.775,2
2,1,865,0,26.0,0,0,474,7.8542,2
2,0,866,1,21.0,0,0,569,7.8542,2
2,0,867,1,41.0,0,0,884,7.125,2
2,1,868,1,39.0,0,0,904,7.925,2
2,0,870,1,21.0,0,0,716,7.8,2
2,0,872,1,28.5,0,0,291,7.2292,0
2,1,874,0,22.0,0,0,457,7.75,2
2,0,875,1,61.0,0,0,412,6.2375,2
2,0,876,1,28.0,1,0,631,15.5,1
2,0,877,1,28.0,0,0,389,7.8292,1
2,1,878,0,28.0,1,0,631,15.5,1
2,0,879,1,28.0,0,0,391,7.7333,1
2,0,880,1,28.0,0,0,642,7.75,1
2,0,881,1,28.0,0,0,606,7.75,1
2,0,888,1,23.0,0,0,688,9.225,2
2,0,882,0,28.0,0,0,598,7.75,1
2,1,883,0,28.0,0,0,99,7.75,1
2,1,884,0,28.0,0,0,384,7.8792,1
2,1,889,0,22.0,0,0,460,7.775,2
2,1,885,1,28.0,0,0,617,7.75,1
2,1,886,0,28.0,0,0,376,7.8292,1
2,1,891,1,9.0,0,1,739,3.1708,2
2,0,892,1,28.0,0,0,741,22.525,2
2,0,893,1,42.0,0,1,675,8.4042,2
2,0,894,1,28.0,0,0,784,7.3125,2
2,0,895,0,31.0,0,0,566,7.8542,2
2,0,896,1,28.0,0,0,468,7.8542,2
2,1,897,1,32.0,0,0,455,7.775,2
2,0,898,1,20.0,0,0,682,9.225,2
2,0,900,0,23.0,0,0,348,8.6625,2
2,0,901,0,20.0,0,0,359,8.6625,2
2,0,902,1,20.0,0,0,357,8.6625,2
2,0,903,1,16.0,0,0,689,9.2167,2
2,1,904,0,31.0,0,0,526,8.6833,2
2,0,887,0,28.0,0,0,373,7.6292,1
2,0,913,1,2.0,3,1,540,21.075,2
2,0,914,1,6.0,3,1,540,21.075,2
2,0,915,0,3.0,3,1,540,21.075,2
2,0,916,0,8.0,3,1,540,21.075,2
2,0,917,0,29.0,0,4,540,21.075,2
2,0,918,1,1.0,4,1,334,39.6875,2
2,0,919,1,7.0,4,1,334,39.6875,2
2,0,920,1,2.0,4,1,334,39.6875,2
2,0,921,1,16.0,4,1,334,39.6875,2
2,0,922,1,14.0,4,1,334,39.6875,2
2,0,923,0,41.0,0,5,334,39.6875,2
2,0,929,1,21.0,0,0,360,8.6625,2
2,0,930,1,19.0,0,0,576,14.5,2
2,0,931,1,28.0,0,0,400,8.7125,0
2,0,932,1,32.0,0,0,524,7.8958,2
2,0,934,1,0.75,1,1,881,13.775,2
2,0,935,0,3.0,1,1,881,13.775,2
2,0,936,0,26.0,0,2,881,13.775,2
2,0,937,1,28.0,0,0,409,7.0,2
2,0,940,1,28.0,0,0,413,7.775,2
2,0,941,1,28.0,0,0,724,8.05,2
2,0,942,1,21.0,0,0,908,7.925,2
2,0,943,1,25.0,0,0,905,7.925,2
2,0,947,1,22.0,0,0,721,7.25,2
2,1,950,1,25.0,1,0,459,7.775,2
2,1,952,1,28.0,1,1,261,22.3583,0
2,1,953,0,28.0,1,1,261,22.3583,0
2,1,954,0,28.0,0,2,261,22.3583,0
2,0,955,0,28.0,0,0,382,8.1375,1
2,0,956,1,24.0,0,0,403,8.05,2
2,0,957,0,28.0,0,0,527,7.8958,2
2,0,958,1,19.0,0,0,494,7.8958,2
2,0,959,1,28.0,0,0,497,7.8958,2
2,0,960,1,25.0,1,0,452,7.775,2
2,0,961,0,18.0,0,0,462,7.775,2
2,1,966,1,32.0,0,0,882,8.05,2
2,0,968,1,28.0,0,0,509,7.8958,2
2,0,969,1,17.0,0,0,358,8.6625,2
2,0,970,1,24.0,0,0,355,8.6625,2
2,0,979,1,28.0,0,0,505,7.8958,2
2,0,980,0,28.0,0,0,680,8.1125,2
2,0,981,1,28.0,0,0,236,7.2292,0
2,0,982,1,28.0,0,0,580,7.25,2
2,0,984,1,38.0,0,0,531,7.8958,2
2,0,989,1,21.0,0,0,404,8.05,2
